stars,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,DogsAllowed,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WiFi
2.144578313,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.872727273,1,1,1,1,0,1,-1,2,-1,-1,1,2,-1,1,1,2
3.347222222,2,1,0,1,0,1,1,1,-1,-1,1,2,1,0,1,2
3.975,0,1,1,0,0,1,-1,2,-1,-1,1,1,-1,1,1,-1
3.892857143,0,1,0,1,-1,-1,1,2,1,-1,-1,1,1,1,1,2
4.137254902,1,1,0,1,0,1,-1,1,-1,-1,1,2,1,0,1,2
3.447761194,1,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,1,2
3.928571429,0,1,0,0,0,1,-1,0,-1,0,1,2,0,0,1,2
3.488188976,1,1,1,0,-1,1,1,1,-1,1,1,1,-1,-1,1,2
3.632183908,2,1,1,1,1,-1,1,1,1,-1,1,2,1,1,-1,2
3.980392157,0,1,1,1,0,1,-1,2,-1,-1,1,1,1,1,1,2
4.251655629,2,1,1,1,0,-1,1,1,1,1,1,2,-1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
3.397260274,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1
3,0,-1,0,1,0,1,1,1,-1,-1,1,2,1,0,1,2
3.858823529,0,1,0,1,0,0,0,0,-1,0,0,1,0,0,1,2
4.62,0,-1,0,1,0,1,-1,2,-1,-1,-1,1,-1,1,1,-1
3.725490196,0,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1
3.698412698,2,1,0,0,0,-1,-1,1,1,-1,1,3,1,0,-1,-1
2.326086957,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.428571429,2,1,1,0,0,1,-1,1,1,-1,1,2,-1,1,1,2
2.058823529,0,0,1,0,0,1,1,0,-1,-1,1,1,-1,0,1,-1
3.582822086,2,1,0,1,0,1,1,1,-1,-1,1,1,1,0,1,2
4.442622951,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2
4.157894737,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
3,0,1,0,0,0,1,1,1,1,-1,1,2,1,1,-1,2
3.451282051,0,1,1,1,0,1,-1,1,1,1,1,1,-1,0,1,2
2.952380952,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,1,1,-1
3.951612903,2,-1,0,1,-1,-1,-1,1,-1,-1,1,4,1,1,-1,2
4.291666667,0,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,2
2.857142857,0,1,1,1,0,1,1,0,-1,-1,-1,1,1,1,1,2
4.123867069,0,1,1,1,0,1,-1,2,1,-1,1,2,1,1,1,2
3.992248062,0,1,1,1,0,1,-1,1,1,-1,-1,2,-1,1,1,-1
4.125,0,1,1,1,0,1,-1,1,1,-1,1,2,1,1,1,2
3.846153846,0,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,2
3.859296482,2,1,0,1,0,1,-1,1,1,-1,1,2,1,0,1,2
2.1,0,-1,1,0,0,1,-1,1,-1,-1,1,1,-1,1,1,2
3.2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
3.909090909,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2
3.833333333,0,1,0,0,0,1,-1,1,1,-1,1,1,-1,0,1,-1
3.851851852,1,1,0,1,0,1,-1,2,1,-1,1,2,1,0,1,2
3.307692308,0,-1,1,0,0,1,1,1,1,1,1,1,-1,0,1,-1
3.0625,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,-1
2.784810127,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.281208936,2,1,1,1,0,1,1,1,-1,-1,1,2,-1,0,1,2
3.75443787,1,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
3.610526316,0,1,0,1,0,1,-1,-1,-1,-1,1,2,-1,1,1,2
2.575757576,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.49122807,2,1,0,1,0,1,-1,1,-1,-1,-1,2,-1,0,1,2
3.333333333,0,0,0,0,0,1,1,2,1,0,1,2,-1,0,1,0
2.597785978,2,-1,1,0,0,1,-1,1,-1,-1,1,2,-1,1,1,-1
2.170731707,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
3.618556701,2,1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,2
4.217741935,0,1,1,0,0,1,-1,1,1,-1,1,1,-1,1,1,2
2.857142857,0,0,1,0,0,1,0,0,0,-1,1,0,-1,0,1,-1
3.3375,2,-1,0,1,0,-1,-1,1,-1,-1,1,3,1,1,-1,-1
4.45,0,1,1,0,0,1,1,2,1,-1,1,1,-1,0,1,-1
3.363636364,2,1,1,0,0,1,1,1,1,-1,1,2,-1,1,1,0
4.666666667,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3.333333333,0,0,1,1,0,1,0,0,0,-1,1,3,-1,0,1,0
3.75,0,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1
3.617021277,0,1,1,1,1,1,1,2,1,-1,1,1,-1,-1,1,2
2.666666667,0,0,0,0,0,1,0,0,0,-1,1,2,-1,0,1,0
2.916666667,0,-1,1,1,0,1,-1,-1,1,1,1,2,-1,1,1,2
4.123809524,2,-1,1,1,0,-1,1,1,1,-1,1,2,1,1,1,2
3.142857143,0,1,0,1,-1,1,-1,-1,-1,1,-1,2,1,1,1,2
2.666666667,0,-1,0,0,0,1,1,0,-1,-1,1,1,-1,0,1,2
4.019607843,0,1,0,0,0,1,1,1,-1,-1,1,2,-1,0,1,-1
3.736111111,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
3.525490196,2,1,1,1,1,-1,-1,-2,1,-1,1,2,1,1,1,2
3.739565943,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
3.697368421,2,1,0,1,0,1,-1,1,1,-1,1,3,1,0,1,2
3.666666667,0,1,0,1,0,1,-1,1,1,-1,1,1,-1,0,1,-1
3.592592593,0,0,0,0,0,-1,0,0,1,-1,-1,2,1,0,1,-1
4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.064748201,0,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1
3.976744186,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,-1
3.566666667,2,1,0,1,0,1,-1,1,1,1,1,2,-1,0,1,2
2.470588235,0,-1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,0,-1,0,0,0,1,1,-1,-1,-1,1,2,1,0,-1,0
3.75,0,1,0,0,0,1,-1,0,0,0,1,1,-1,0,1,0
2.75,0,1,1,0,0,1,-1,2,1,-1,-1,2,-1,0,1,2
2.131578947,0,1,1,0,0,1,-1,2,1,-1,-1,1,-1,0,1,-1
2.963636364,2,1,0,1,0,-1,1,1,-1,-1,1,2,-1,1,1,2
4.658767773,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3.072649573,1,1,1,0,-1,1,1,1,1,-1,1,1,-1,-1,1,2
2.872727273,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.927710843,1,1,0,1,0,1,-1,1,1,1,1,2,-1,-1,1,2
3.833333333,0,0,1,0,0,1,1,-2,1,0,-1,2,-1,0,1,0
3.573770492,0,1,0,0,0,1,-1,1,-1,-1,1,2,1,0,-1,-1
4.297619048,2,0,1,0,0,1,-1,0,-1,-1,1,2,-1,0,1,2
4.833333333,0,0,-1,0,0,1,1,2,0,-1,1,1,-1,0,1,0
3.447368421,2,1,0,1,0,-1,1,-1,1,-1,1,2,1,0,1,2
4.243243243,0,1,0,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,2
3.966666667,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,1,1,-1
2.585284281,2,1,1,1,0,-1,1,-1,1,-1,1,2,1,1,1,2
3.285714286,2,1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,-1
4.506756757,0,1,1,1,0,1,0,0,1,0,0,2,0,0,0,0
4.166666667,0,1,0,0,0,1,-1,1,-1,-1,1,2,1,0,1,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.616666667,0,-1,1,1,0,1,1,1,-1,-1,1,2,-1,1,1,2
4.378712871,2,1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,2
3.051282051,1,1,0,1,0,1,-1,-1,1,-1,-1,2,-1,1,1,2
4.555555556,2,1,0,0,0,-1,1,1,-1,-1,1,2,-1,1,1,2
3.305555556,1,1,1,1,0,1,-1,-1,-1,-1,1,2,-1,0,1,-1
4.260869565,2,1,0,1,0,-1,-1,1,-1,-1,1,2,1,1,-1,2
2.818181818,0,-1,1,0,0,1,-1,2,0,-1,-1,1,-1,0,1,-1
3.368421053,0,1,0,0,0,1,1,1,-1,1,1,1,-1,0,1,-1
3.264705882,2,-1,1,1,0,1,-1,1,1,-1,1,2,1,0,1,2
5,0,0,0,0,0,0,0,0,0,-1,0,3,-1,0,-1,0
2.418803419,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,-1
3.788235294,2,1,0,1,0,1,1,1,-1,-1,1,2,-1,0,1,-1
3.736842105,0,1,0,0,0,1,-1,1,1,1,-1,2,-1,-1,1,2
3.6,0,0,0,0,0,1,-1,0,-1,-1,1,2,0,1,1,-1
5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
5,0,0,1,0,0,-1,1,0,1,-1,1,2,-1,0,1,2
3.333333333,0,1,1,0,0,1,1,1,1,0,1,2,0,1,1,2
3.745387454,2,1,0,1,0,1,1,1,1,-1,1,2,1,1,1,2
3.75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
4.010416667,2,1,1,0,0,1,1,0,1,-1,1,2,-1,1,1,2
2.233333333,0,1,1,0,0,1,-1,0,-1,-1,1,1,-1,-1,1,2
3.166666667,2,0,1,1,0,1,0,0,1,-1,1,2,1,1,1,0
3.937343358,0,1,0,1,-1,1,-1,1,-1,-1,-1,2,-1,-1,1,2
3.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.050505051,2,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.470588235,0,1,1,0,0,1,-1,2,1,-1,1,1,-1,1,1,2
3.333333333,0,1,-1,1,0,1,1,2,-1,1,1,1,-1,0,-1,-1
4,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.516339869,2,-1,1,1,0,1,1,1,-1,-1,1,2,-1,1,1,2
4.201807229,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,2
2.857142857,2,1,1,0,0,-1,1,0,-1,-1,1,2,-1,0,-1,0
4.363636364,0,0,0,0,0,1,1,1,0,-1,1,1,0,0,1,0
3.568627451,2,1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,2
4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2
3.068965517,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.142857143,0,1,0,0,0,1,1,1,-1,1,1,2,-1,-1,1,-1
3.285714286,0,1,1,0,0,1,-1,1,0,-1,1,1,-1,0,1,0
4.218045113,0,1,1,1,0,1,-1,1,-1,1,1,1,-1,-1,1,-1
3.524390244,0,1,0,1,0,1,-1,1,-1,-1,1,2,-1,1,1,2
4.230769231,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,-1
1.714285714,0,1,1,0,0,1,-1,0,1,-1,1,2,-1,0,1,2
4.554054054,1,1,0,1,0,1,-1,1,1,-1,1,1,-1,1,1,0
4.25,0,1,1,1,-1,0,-1,0,1,1,0,0,-1,-1,1,-1
3.649350649,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4,0,0,1,0,0,1,0,0,-1,-1,1,0,-1,0,1,0
2.498141264,0,-1,1,0,0,1,-1,1,-1,-1,1,2,-1,1,1,2
4.050847458,1,1,0,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
4.666666667,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3.717391304,0,1,-1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.27826087,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,1,1,-1
3,0,0,1,0,0,0,1,0,0,-1,1,2,0,0,1,0
3.64516129,2,1,0,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.242424242,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.689922481,1,-1,1,1,0,1,-1,-2,-1,-1,1,2,-1,1,1,-1
3.689243028,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.470746269,2,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,2
4.175675676,2,1,0,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.032110092,0,1,1,1,0,-1,-1,1,1,-1,1,2,1,0,1,-1
2.375,0,-1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
2.401785714,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.887024609,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,2
3.823529412,0,1,1,1,0,1,1,-1,-1,-1,1,1,-1,0,1,-1
3.875899281,0,1,-1,1,0,1,1,-1,-1,-1,1,1,1,1,1,2
3.586666667,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
4.370117188,2,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,2
4.666666667,0,-1,1,0,0,1,-1,2,-1,1,1,1,-1,0,1,0
4.285714286,0,1,0,0,0,1,1,1,-1,-1,1,2,-1,0,1,2
3.224880383,1,1,0,1,0,1,-1,-1,1,-1,1,1,-1,0,1,2
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.882352941,0,1,1,1,-1,1,-1,0,1,1,1,2,-1,-1,1,2
3.20212766,2,1,1,1,0,1,1,1,1,-1,1,2,-1,1,1,2
3.555555556,2,1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,2
3.5,0,1,1,0,0,1,1,0,-1,-1,1,1,-1,0,1,2
3.813953488,2,1,1,1,0,1,1,1,-1,1,1,2,1,0,1,2
3.435294118,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,2
3.666666667,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
4.483018868,0,-1,1,1,0,1,1,1,-1,1,1,2,-1,0,1,2
3.459074733,2,1,1,1,0,1,-1,1,1,-1,1,2,-1,1,1,2
3.181818182,0,0,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,2
3.183333333,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,2
3.5,0,0,1,1,0,1,0,0,0,0,1,2,-1,0,1,0
2.615384615,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
2.75,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
3.333333333,0,0,1,1,0,1,0,0,1,1,1,1,-1,0,1,2
4.294117647,1,1,1,0,0,1,-1,2,1,-1,1,2,1,1,1,2
4.875,0,0,0,0,0,-1,0,1,0,0,-1,0,1,0,0,0
3.666666667,0,1,0,1,0,0,1,2,-1,-1,0,2,1,0,-1,2
4.217391304,0,1,-1,1,0,1,-1,1,-1,-1,1,2,-1,1,1,-1
3.3203125,2,1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,2
3.764705882,0,1,0,0,0,1,-1,-2,1,-1,1,2,1,0,-1,-1
2.941176471,1,-1,1,0,0,1,-1,0,-1,-1,1,2,-1,0,1,-1
3.32,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,-1
3.528301887,0,1,0,1,0,1,1,-1,1,-1,1,1,-1,0,1,2
3.980113636,2,1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,2
3.5,2,0,0,0,0,1,-1,1,-1,1,1,2,0,0,1,-1
3,0,0,0,0,0,1,0,0,0,-1,0,1,-1,0,1,0
3,0,1,0,1,0,1,-1,-2,-1,-1,1,2,1,0,1,-1
3.771028037,1,1,1,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.094262295,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,1,-1
4.26440678,0,-1,1,0,0,1,1,2,-1,-1,1,1,1,1,1,-1
3.272727273,0,1,1,0,0,0,0,0,1,0,0,1,-1,0,0,0
3.914285714,0,1,0,0,0,1,-1,1,-1,-1,1,2,-1,-1,1,2
3.25,0,-1,1,0,0,1,-1,0,1,-1,1,1,-1,0,1,0
3.18018018,0,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,1,1,-1
4.333333333,2,0,1,1,0,1,1,-1,-1,-1,1,2,1,0,1,-1
1.8,0,0,1,0,0,1,0,0,0,-1,1,0,-1,0,0,0
3,0,-1,1,0,0,1,-1,2,-1,-1,1,1,-1,0,1,2
3.928977273,2,1,0,1,0,1,1,1,1,-1,1,2,-1,0,1,2
4.272727273,0,1,0,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.75,2,1,1,1,0,0,1,0,1,-1,0,0,1,1,-1,2
2.402777778,0,1,1,0,0,1,1,1,-1,-1,1,2,-1,1,1,2
3.636363636,0,1,1,1,0,1,-1,2,1,-1,1,1,-1,0,1,2
3.959770115,2,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,2
4.345794393,1,1,1,1,0,1,-1,1,-1,-1,1,1,-1,-1,1,2
4.193548387,2,-1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,2
4.388059701,0,1,1,1,0,0,-1,0,1,0,0,2,-1,0,1,2
3.91954023,0,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,-1
4.061425061,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,2
4.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.148148148,0,-1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1
1.875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2.714285714,0,-1,1,0,0,1,0,0,-1,1,1,1,-1,0,1,0
2.375,2,1,1,0,0,1,-1,0,-1,-1,1,1,-1,0,-1,-1
3.428571429,2,0,0,0,0,-1,0,0,1,-1,1,3,1,0,-1,0
3.542168675,0,1,0,1,0,0,0,0,0,0,0,2,0,0,-1,0
3.776260504,2,-1,1,1,0,1,-1,1,-1,-1,1,3,-1,0,-1,-1
4.287356322,0,1,-1,1,0,-1,-1,1,-1,-1,-1,2,1,1,1,2
3.5,0,0,0,0,0,1,-1,1,-1,0,1,2,0,0,0,0
3.714285714,2,1,0,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3,0,1,0,1,0,0,0,0,-1,0,0,1,0,0,1,2
2.566037736,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
3.760617761,2,1,1,1,0,-1,1,1,1,-1,1,2,1,1,1,-1
3.658703072,0,1,0,1,-1,1,-1,1,-1,1,-1,2,-1,-1,1,-1
4.310344828,0,1,0,1,0,1,-1,1,1,-1,1,1,-1,1,1,2
2.906329114,2,-1,1,1,0,1,1,1,-1,-1,1,2,1,0,-1,-1
2.176470588,0,-1,1,1,0,1,1,2,-1,-1,1,1,-1,0,1,2
3.357142857,0,0,-1,1,0,-1,0,0,-1,-1,1,1,-1,0,-1,0
3.657200811,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
2.950819672,0,1,0,1,0,1,-1,-1,-1,-1,1,2,1,0,1,2
3.928571429,2,1,1,0,1,1,1,0,1,-1,1,1,-1,1,1,2
3.791666667,0,1,1,1,0,1,-1,2,1,-1,1,1,-1,0,1,2
3.352941176,2,1,0,0,0,1,1,1,1,-1,1,2,1,1,1,2
3.7,0,-1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,0
4.089617486,2,1,1,1,1,1,-1,1,1,-1,1,2,-1,0,1,2
4.4,0,1,1,0,0,1,1,2,-1,-1,-1,1,-1,0,1,0
3.666666667,0,-1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.222222222,0,1,0,0,0,1,1,0,-1,-1,1,1,-1,0,1,2
4.140740741,2,1,1,1,0,-1,-1,1,-1,-1,1,2,1,0,1,-1
3.888888889,0,-1,0,0,0,1,1,1,1,-1,1,2,1,1,1,0
2.4,0,-1,0,0,0,-1,-1,0,-1,-1,-1,2,-1,-1,-1,0
4.25,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
4.666666667,0,0,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3,0,0,0,0,0,1,0,0,0,-1,1,2,1,0,1,2
4,2,0,0,1,0,1,-1,1,1,-1,1,3,1,0,-1,0
4.173160173,1,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,-1
3,0,0,-1,0,0,0,0,0,-1,-1,-1,1,-1,0,1,0
3.113043478,2,1,0,1,0,-1,1,1,-1,-1,1,2,1,0,1,-1
3.802816901,1,1,1,0,0,1,-1,1,1,1,1,2,-1,-1,1,2
3.692307692,0,0,0,0,0,1,-1,0,1,0,1,3,0,0,1,1
4.027027027,2,1,0,1,0,-1,-1,-1,-1,-1,1,2,-1,0,1,-1
3.5,0,1,0,0,0,1,-1,1,1,-1,1,2,1,0,-1,2
2.757575758,0,1,1,1,0,1,1,2,-1,-1,1,1,-1,0,1,2
4.25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
3.232142857,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
2.538461538,1,1,0,0,0,1,1,1,-1,-1,1,2,-1,1,1,2
3.043478261,0,1,0,1,0,1,0,0,1,-1,1,2,-1,0,1,0
2.8,0,1,1,0,0,1,1,2,-1,-1,1,1,-1,1,1,2
3.473684211,1,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,2
2.44,2,1,1,1,0,-1,1,1,1,-1,1,2,-1,1,1,2
2.142857143,0,1,1,0,0,1,1,1,-1,-1,1,1,-1,0,1,2
4.253571429,0,1,1,1,1,1,-1,2,1,1,1,1,-1,-1,1,2
3.901345291,0,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1
3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,-1,0,0,0,1,0,2,-1,-1,-1,1,-1,0,1,0
2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.5,0,0,0,0,0,1,0,0,0,-1,1,0,-1,0,1,0
3.571428571,0,1,0,0,0,1,1,0,1,-1,1,2,1,0,1,0
4.166666667,2,-1,0,0,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.401907357,2,1,1,1,0,1,1,1,1,-1,1,2,-1,1,1,2
3.888888889,2,-1,1,1,0,-1,-1,1,-1,-1,-1,2,1,0,1,2
4.25,0,-1,0,1,-1,0,1,0,-1,1,0,0,1,1,1,-1
3.807189542,2,1,0,1,0,-1,1,1,1,-1,1,2,1,0,1,2
2.142857143,0,0,1,1,0,1,0,2,-1,0,1,2,0,1,0,0
4.384615385,1,1,0,1,-1,1,1,2,1,-1,1,1,1,1,1,2
3.071428571,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,1,1,-1
4.00921659,2,1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,-1
4.354344123,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,2
4.026315789,0,0,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.268292683,0,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,2
3.811764706,2,1,1,1,0,1,1,1,-1,-1,1,2,-1,1,1,2
2.712121212,2,-1,1,1,0,1,1,1,-1,-1,1,2,1,0,1,2
3.8,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,-1
5,2,0,0,1,0,0,0,0,-1,-1,0,0,1,0,-1,2
3.333333333,2,0,1,0,0,1,1,0,-1,-1,-1,0,1,0,1,-1
3.794117647,0,1,1,1,0,0,0,0,1,0,0,2,0,0,1,2
3.140625,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.564516129,0,1,1,1,0,1,-1,2,1,-1,1,2,-1,1,1,-1
3.833333333,0,0,1,0,0,1,0,0,0,-1,1,1,-1,0,1,0
2.666666667,0,1,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,0
3.958333333,2,1,1,1,0,0,1,2,1,0,1,2,0,0,0,2
4.040983607,2,0,1,1,0,1,1,0,1,-1,1,2,-1,1,1,2
3.15,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.625,2,-1,1,0,0,1,1,2,-1,-1,1,2,-1,1,1,2
3.449838188,2,1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,2
2.833333333,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
3.547169811,2,1,1,1,0,1,1,1,-1,-1,1,2,-1,0,1,2
3.837837838,2,-1,0,1,-1,1,-1,-2,1,-1,-1,2,1,1,1,2
3,0,0,0,0,0,1,0,1,0,-1,1,3,1,0,1,0
3.411764706,2,1,0,1,0,1,1,2,1,1,1,1,1,0,1,2
3.25,0,0,1,0,0,0,0,0,-1,0,0,3,0,0,1,0
4.035294118,1,1,1,0,0,1,1,1,1,-1,1,1,-1,-1,1,-1
3.935714286,0,1,1,0,0,1,-1,1,1,-1,1,2,-1,1,1,-1
2.6,0,0,1,0,0,1,0,0,0,-1,1,1,-1,0,1,0
4.186666667,2,1,0,1,-1,-1,-1,1,-1,-1,1,2,1,1,-1,-1
4.416666667,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
4.227272727,2,1,1,1,1,1,1,0,1,-1,1,2,1,1,1,2
4.183544304,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,2
4.049689441,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
3,0,-1,0,0,0,1,1,-1,-1,-1,1,2,-1,1,1,2
4.153846154,0,0,1,1,0,1,-1,1,1,1,1,1,-1,0,1,2
2.657894737,0,-1,1,1,0,1,-1,2,-1,-1,1,1,-1,0,1,2
2.625,0,-1,1,1,0,0,0,0,-1,0,0,1,0,0,1,2
3.666666667,0,0,0,0,0,1,0,0,-1,-1,0,0,1,0,0,-1
4.2,0,1,0,0,0,1,1,1,-1,-1,1,2,-1,1,1,0
3.692307692,0,-1,1,1,0,1,-1,2,-1,-1,-1,1,-1,0,1,2
2.796875,0,1,1,1,0,1,-1,1,1,-1,-1,1,-1,-1,1,-1
1.976744186,0,1,0,0,0,1,1,1,1,1,1,2,1,1,1,2
2.333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.5,0,1,0,1,0,1,-1,0,1,-1,-1,1,-1,0,1,-1
3.840182648,1,1,0,1,-1,1,-1,-1,1,-1,1,2,-1,-1,1,-1
4.456140351,1,-1,0,1,0,1,-1,1,-1,-1,1,1,-1,1,1,-1
4.25,0,0,1,0,0,1,1,2,1,-1,1,1,0,0,0,0
2.666666667,0,0,0,0,0,1,-1,0,0,-1,1,2,-1,-1,1,2
2.8125,0,1,1,1,0,1,-1,2,1,-1,1,1,-1,0,1,2
2.568281938,2,-1,0,0,0,1,1,1,-1,-1,1,2,-1,1,1,2
2.857142857,0,1,1,0,0,1,-1,2,-1,-1,1,1,-1,1,1,0
2.8,0,0,1,0,0,1,0,1,0,0,1,0,1,-1,1,0
3.5,0,0,0,1,-1,0,1,2,-1,-1,1,0,1,1,1,2
